family	genus	scientific_name	native_status	mycorrhizal_type
Rubiaceae	Ixora	Ixora johnsonii	non-native	AM
Rubiaceae	Ixora	Ixora jourdanii	non-native	AM
Rubiaceae	Ixora	Ixora jucunda	non-native	AM
Rubiaceae	Ixora	Ixora kalehensis	non-native	AM
Rubiaceae	Ixora	Ixora kaniensis	non-native	AM
Rubiaceae	Ixora	Ixora kerstingii	non-native	AM
Rubiaceae	Ixora	Ixora keyensis	non-native	AM
Rubiaceae	Ixora	Ixora killipii	non-native	AM
Rubiaceae	Ixora	Ixora kinabaluensis	non-native	AM
Rubiaceae	Ixora	Ixora kingdon-wardii	non-native	AM
Rubiaceae	Ixora	Ixora kingstonii	non-native	AM
Rubiaceae	Ixora	Ixora krewanhensis	non-native	AM
Rubiaceae	Ixora	Ixora labuanensis	non-native	AM
Rubiaceae	Ixora	Ixora lagenifructa	non-native	AM
Rubiaceae	Ixora	Ixora laurentii	non-native	AM
Rubiaceae	Ixora	Ixora lawsonii	non-native	AM
Rubiaceae	Ixora	Ixora laxiflora	non-native	AM
Rubiaceae	Ixora	Ixora lebangharae	non-native	AM
Rubiaceae	Ixora	Ixora lobbii	non-native	AM
Rubiaceae	Ixora	Ixora longhanensis	non-native	AM
Rubiaceae	Ixora	Ixora lunutica	non-native	AM
Rubiaceae	Ixora	Ixora macrantha	non-native	AM
Rubiaceae	Ixora	Ixora macrocotyla	non-native	AM
Rubiaceae	Ixora	Ixora makassarica	non-native	AM
Rubiaceae	Ixora	Ixora malabarica	non-native	AM
Rubiaceae	Ixora	Ixora margaretae	non-native	AM
Rubiaceae	Ixora	Ixora marquesensis	non-native	AM
Rubiaceae	Ixora	Ixora martinsii	non-native	AM
Rubiaceae	Ixora	Ixora maxima	non-native	AM
Rubiaceae	Ixora	Ixora membranifolia	non-native	AM
Rubiaceae	Ixora	Ixora merguensis	non-native	AM
Rubiaceae	Ixora	Ixora mildbraedii	non-native	AM
Rubiaceae	Ixora	Ixora moluccana	non-native	AM
Rubiaceae	Ixora	Ixora moorensis	non-native	AM
Rubiaceae	Ixora	Ixora moszkowskii	non-native	AM
Rubiaceae	Ixora	Ixora myitkyinensis	non-native	AM
Rubiaceae	Ixora	Ixora myrsinoides	non-native	AM
Rubiaceae	Ixora	Ixora namatanaica	non-native	AM
Rubiaceae	Ixora	Ixora nandarivatensis	non-native	AM
Rubiaceae	Ixora	Ixora narcissodora	non-native	AM
Rubiaceae	Ixora	Ixora nicaraguensis	non-native	AM
Rubiaceae	Ixora	Ixora nigerica	non-native	AM
Rubiaceae	Ixora	Ixora nigricans	non-native	AM
Rubiaceae	Ixora	Ixora nitens	non-native	AM
Rubiaceae	Ixora	Ixora nitidula	non-native	AM
Rubiaceae	Ixora	Ixora nonantha	non-native	AM
Rubiaceae	Ixora	Ixora notoniana	non-native	AM
Rubiaceae	Ixora	Ixora novoguineensis	non-native	AM
Rubiaceae	Ixora	Ixora odoratiflora	non-native	AM
Rubiaceae	Ixora	Ixora oligantha	non-native	AM
Rubiaceae	Ixora	Ixora ooumuensis	non-native	AM
Rubiaceae	Ixora	Ixora orohenensis	non-native	AM
Rubiaceae	Ixora	Ixora otophora	non-native	AM
Rubiaceae	Ixora	Ixora panurensis	non-native	AM
Rubiaceae	Ixora	Ixora parviflora	non-native	AM
Rubiaceae	Ixora	Ixora patens	non-native	AM
Rubiaceae	Ixora	Ixora patula	non-native	AM
Rubiaceae	Ixora	Ixora pauciflora	non-native	AM
Rubiaceae	Ixora	Ixora pavetta	non-native	AM
Rubiaceae	Ixora	Ixora pelagica	non-native	AM
Rubiaceae	Ixora	Ixora pendula	non-native	AM
Rubiaceae	Ixora	Ixora peruviana	non-native	AM
Rubiaceae	Ixora	Ixora philippinensis	non-native	AM
Rubiaceae	Ixora	Ixora pilosostyla	non-native	AM
Rubiaceae	Ixora	Ixora polyantha	non-native	AM
Rubiaceae	Ixora	Ixora praetermissa	non-native	AM
Rubiaceae	Ixora	Ixora prolixa	non-native	AM
Rubiaceae	Ixora	Ixora pubifolia	non-native	AM
Rubiaceae	Ixora	Ixora pudica	non-native	AM
Rubiaceae	Ixora	Ixora pueuana	non-native	AM
Rubiaceae	Ixora	Ixora pyrantha	non-native	AM
Rubiaceae	Ixora	Ixora pyrrhostaura	non-native	AM
Rubiaceae	Ixora	Ixora raiateensis	non-native	AM
Rubiaceae	Ixora	Ixora raivavaensis	non-native	AM
Rubiaceae	Ixora	Ixora regalis	non-native	AM
Rubiaceae	Ixora	Ixora richardi-longii	non-native	AM
Rubiaceae	Ixora	Ixora ripicola	non-native	AM
Rubiaceae	Ixora	Ixora robinsonii	non-native	AM
Rubiaceae	Ixora	Ixora roemeri	non-native	AM
Rubiaceae	Ixora	Ixora rubrinervis	non-native	AM
Rubiaceae	Ixora	Ixora rufa	non-native	AM
Rubiaceae	Ixora	Ixora samoensis	non-native	AM
Rubiaceae	Ixora	Ixora scheffleri	non-native	AM
Rubiaceae	Ixora	Ixora seretii	non-native	AM
Rubiaceae	Ixora	Ixora setchellii	non-native	AM
Rubiaceae	Ixora	Ixora simalurensis	non-native	AM
Rubiaceae	Ixora	Ixora siphonantha	non-native	AM
Rubiaceae	Ixora	Ixora solomonensis	non-native	AM
Rubiaceae	Ixora	Ixora somosomaensis	non-native	AM
Rubiaceae	Ixora	Ixora sparsifolia	non-native	AM
Rubiaceae	Ixora	Ixora spathoidea	non-native	AM
Rubiaceae	Ixora	Ixora spectabilis	non-native	AM
Rubiaceae	Ixora	Ixora stenophylla	non-native	AM
Rubiaceae	Ixora	Ixora stenura	non-native	AM
Rubiaceae	Ixora	Ixora st-johnii	non-native	AM
Rubiaceae	Ixora	Ixora stokesii	non-native	AM
Rubiaceae	Ixora	Ixora subauriculata	non-native	AM
Rubiaceae	Ixora	Ixora subsessilis	non-native	AM
Rubiaceae	Ixora	Ixora sumbawensis	non-native	AM
Rubiaceae	Ixora	Ixora temehaniensis	non-native	AM
Rubiaceae	Ixora	Ixora tenelliflora	non-native	AM
Rubiaceae	Ixora	Ixora thwaitesii	non-native	AM
Rubiaceae	Ixora	Ixora tibetana	non-native	AM
Rubiaceae	Ixora	Ixora timorensis	native	AM
Rubiaceae	Ixora	Ixora triantha	non-native	AM
Rubiaceae	Ixora	Ixora trichandra	non-native	AM
Rubiaceae	Ixora	Ixora trichocalyx	non-native	AM
Rubiaceae	Ixora	Ixora trilocularis	non-native	AM
Rubiaceae	Ixora	Ixora trimera	non-native	AM
Rubiaceae	Ixora	Ixora tubiflora	non-native	AM
Rubiaceae	Ixora	Ixora uahukaensis	non-native	AM
Rubiaceae	Ixora	Ixora uapouensis	non-native	AM
Rubiaceae	Ixora	Ixora umbellata	non-native	AM
Rubiaceae	Ixora	Ixora venulosa	non-native	AM
Rubiaceae	Ixora	Ixora vitiensis	non-native	AM
Rubiaceae	Ixora	Ixora whitei	non-native	AM
Rubiaceae	Ixora	Ixora woodii	non-native	AM
Rubiaceae	Ixora	Ixora yavitensis	non-native	AM
Zygophyllaceae	Guaiacum	Guaiacum nellii	non-native	AM
Phyllanthaceae	Jablonskia	Jablonskia congesta	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda acutifolia	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda arborea	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda bracteata	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda brasiliana	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda bullata	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda caerulea	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda carajasensis	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda caroba	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda caucana	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda copaia	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda crassifolia	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda cuspidifolia	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda decurrens	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda densicoma	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda duckei	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda ekmanii	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda glabra	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda grandifoliolata	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda hesperia	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda intricata	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda irwinii	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda jasminoides	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda macrantha	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda macrocarpa	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda micrantha	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda microcalyx	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda mimosifolia	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda montana	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda mutabilis	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda obovata	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda obtusifolia	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda orinocensis	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda poitaei	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda praetermissa	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda puberula	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda pulcherrima	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda rufa	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda rugosa	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda selleana	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda simplicifolia	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda sparrei	non-native	AM
Bignoniaceae	Jacaranda	Jacaranda subalpina	non-native	AM
Caricaceae	Jacaratia	Jacaratia chocoensis	non-native	AM
Caricaceae	Jacaratia	Jacaratia corumbensis	non-native	AM
Caricaceae	Jacaratia	Jacaratia digitata	non-native	AM
Caricaceae	Jacaratia	Jacaratia dolichaula	non-native	AM
Caricaceae	Jacaratia	Jacaratia heptaphylla	non-native	AM
Caricaceae	Jacaratia	Jacaratia mexicana	non-native	AM
Caricaceae	Jacaratia	Jacaratia spinosa	non-native	AM
Rubiaceae	Jackiopsis	Jackiopsis ornata	non-native	AM
Fabaceae	Jacksonia	Jacksonia cupulifera	native	EcM-AM
Fabaceae	Jacksonia	Jacksonia furcellata	native	EcM-AM
Fabaceae	Jacksonia	Jacksonia scoparia	native	EcM-AM
Fabaceae	Jacksonia	Jacksonia sternbergiana	native	EcM-AM
Fabaceae	Jacqueshuberia	Jacqueshuberia amplifoliola	non-native	AM
Fabaceae	Jacqueshuberia	Jacqueshuberia loretensis	non-native	AM
Fabaceae	Jacqueshuberia	Jacqueshuberia purpurea	non-native	AM
Fabaceae	Jacqueshuberia	Jacqueshuberia pustulata	non-native	AM
Fabaceae	Jacqueshuberia	Jacqueshuberia quinquangulata	non-native	AM
Fabaceae	Jacqueshuberia	Jacqueshuberia splendens	non-native	AM
Primulaceae	Jacquinia	Jacquinia armillaris	non-native	AM
Primulaceae	Jacquinia	Jacquinia berteroi	non-native	AM
Primulaceae	Jacquinia	Jacquinia comosa	non-native	AM
Primulaceae	Jacquinia	Jacquinia keyensis	non-native	AM
Primulaceae	Jacquinia	Jacquinia aculeata	non-native	AM
Primulaceae	Jacquinia	Jacquinia macrantha	non-native	AM
Rhamnaceae	Jaffrea	Jaffrea xerocarpa	non-native	AM
Sapindaceae	Jagera	Jagera javanica	non-native	AM
Sapindaceae	Jagera	Jagera pseudorhus	native	AM
Arecaceae	Jailoloa	Jailoloa halmaherensis	non-native	AM
Rubiaceae	Janotia	Janotia macrostipula	non-native	AM
Malvaceae	Jarandersonia	Jarandersonia clemensiae	non-native	AM
Malvaceae	Jarandersonia	Jarandersonia parvifolia	non-native	AM
Malvaceae	Jarandersonia	Jarandersonia pentaceoides	non-native	AM
Malvaceae	Jarandersonia	Jarandersonia pereirae	non-native	AM
Malvaceae	Jarandersonia	Jarandersonia rinoreoides	non-native	AM
Malvaceae	Jarandersonia	Jarandersonia spinulosa	non-native	AM
Cactaceae	Jasminocereus	Jasminocereus thouarsii	non-native	AM
Oleaceae	Jasminum	Jasminum brachyscyphum	non-native	AM
Oleaceae	Jasminum	Jasminum brevipetiolatum	non-native	AM
Euphorbiaceae	Jatropha	Jatropha alamanii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha andrieuxii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha bartlettii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha bullockii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha chamelensis	non-native	AM
Euphorbiaceae	Jatropha	Jatropha cinerea	non-native	AM
Euphorbiaceae	Jatropha	Jatropha cordata	non-native	AM
Euphorbiaceae	Jatropha	Jatropha costaricensis	non-native	AM
Euphorbiaceae	Jatropha	Jatropha curcas	non-native	AM
Euphorbiaceae	Jatropha	Jatropha divaricata	non-native	AM
Euphorbiaceae	Jatropha	Jatropha elbae	non-native	AM
Euphorbiaceae	Jatropha	Jatropha galvanii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha gaumeri	non-native	AM
Euphorbiaceae	Jatropha	Jatropha glauca	non-native	AM
Euphorbiaceae	Jatropha	Jatropha grossidentata	non-native	AM
Euphorbiaceae	Jatropha	Jatropha hernandiifolia	non-native	AM
Euphorbiaceae	Jatropha	Jatropha humboldtiana	non-native	AM
Euphorbiaceae	Jatropha	Jatropha integerrima	non-native	AM
Euphorbiaceae	Jatropha	Jatropha mahafalensis	non-native	AM
Euphorbiaceae	Jatropha	Jatropha malacophylla	non-native	AM
Euphorbiaceae	Jatropha	Jatropha mcvaughii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha mirandana	non-native	AM
Euphorbiaceae	Jatropha	Jatropha mollissima	non-native	AM
Euphorbiaceae	Jatropha	Jatropha multifida	non-native	AM
Euphorbiaceae	Jatropha	Jatropha ortegae	non-native	AM
Euphorbiaceae	Jatropha	Jatropha peltata	non-native	AM
Euphorbiaceae	Jatropha	Jatropha pereziae	non-native	AM
Euphorbiaceae	Jatropha	Jatropha pseudocurcas	non-native	AM
Euphorbiaceae	Jatropha	Jatropha riojae	non-native	AM
Euphorbiaceae	Jatropha	Jatropha rufescens	non-native	AM
Euphorbiaceae	Jatropha	Jatropha sotoi-nunyezii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha spinosa	non-native	AM
Euphorbiaceae	Jatropha	Jatropha standleyi	non-native	AM
Euphorbiaceae	Jatropha	Jatropha stephanii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha stevensii	non-native	AM
Euphorbiaceae	Jatropha	Jatropha subaequiloba	non-native	AM
Euphorbiaceae	Jatropha	Jatropha sympetala	non-native	AM
Euphorbiaceae	Jatropha	Jatropha unicostata	non-native	AM
Euphorbiaceae	Jatropha	Jatropha weberbaueri	non-native	AM
Asteraceae	Jessea	Jessea multivenia	non-native	AM
Euphorbiaceae	Joannesia	Joannesia heveoides	non-native	AM
Euphorbiaceae	Joannesia	Joannesia princeps	non-native	AM
Santalaceae	Jodina	Jodina rhombifolia	non-native	AM
Connaraceae	Jollydora	Jollydora duparquetiana	non-native	AM
Connaraceae	Jollydora	Jollydora glandulosa	non-native	AM
Rubiaceae	Joosia	Joosia aequatoria	non-native	AM
Rubiaceae	Joosia	Joosia antioquiana	non-native	AM
Rubiaceae	Joosia	Joosia dichotoma	non-native	AM
Rubiaceae	Joosia	Joosia dielsiana	non-native	AM
Rubiaceae	Joosia	Joosia longisepala	non-native	AM
Rubiaceae	Joosia	Joosia macrocalyx	non-native	AM
Rubiaceae	Joosia	Joosia pulcherrima	non-native	AM
Rubiaceae	Joosia	Joosia sericea	non-native	AM
Rubiaceae	Joosia	Joosia standleyana	non-native	AM
Rubiaceae	Joosia	Joosia umbellifera	non-native	AM
Asteraceae	Joseanthus	Joseanthus cuatrecasasii	non-native	AM
Asteraceae	Joseanthus	Joseanthus sparrei	non-native	AM
Asteraceae	Joseanthus	Joseanthus trichotomus	non-native	AM
Arecaceae	Juania	Juania australis	non-native	AM
Solanaceae	Hawkesiophyton	Hawkesiophyton ochracea	non-native	AM
Arecaceae	Jubaea	Jubaea chilensis	non-native	AM
Arecaceae	Jubaeopsis	Jubaeopsis afra	non-native	AM
Juglandaceae	Juglans	Juglans australis	non-native	AM
Juglandaceae	Juglans	Juglans boliviana	non-native	AM
Juglandaceae	Juglans	Juglans californica	non-native	AM
Juglandaceae	Juglans	Juglans cathayensis	non-native	AM
Juglandaceae	Juglans	Juglans cinerea	non-native	AM
Juglandaceae	Juglans	Juglans hindsii	non-native	AM
Juglandaceae	Juglans	Juglans jamaicensis	non-native	AM
Juglandaceae	Juglans	Juglans major	non-native	AM
Juglandaceae	Juglans	Juglans mandshurica	non-native	AM
Juglandaceae	Juglans	Juglans mollis	non-native	AM
Juglandaceae	Juglans	Juglans microcarpa	non-native	AM
Juglandaceae	Juglans	Juglans neotropica	non-native	AM
Juglandaceae	Juglans	Juglans nigra	non-native	AM
Juglandaceae	Juglans	Juglans pyriformis	non-native	AM
Juglandaceae	Juglans	Juglans regia	non-native	AM
Juglandaceae	Juglans	Juglans steyermarkii	non-native	AM
Juglandaceae	Juglans	Juglans venezuelensis	non-native	AM
Fabaceae	Julbernardia	Julbernardia brieyi	non-native	EcM
Fabaceae	Julbernardia	Julbernardia globiflora	non-native	EcM
Fabaceae	Julbernardia	Julbernardia hochreutineri	non-native	EcM
Fabaceae	Julbernardia	Julbernardia letouzeyi	non-native	EcM
Fabaceae	Julbernardia	Julbernardia magnistipulata	non-native	EcM
Fabaceae	Julbernardia	Julbernardia paniculata	non-native	EcM
Fabaceae	Julbernardia	Julbernardia pellegriniana	non-native	EcM
Fabaceae	Julbernardia	Julbernardia seretii	non-native	EcM
Fabaceae	Julbernardia	Julbernardia unijugata	non-native	EcM
Malvaceae	Julostylis	Julostylis ampumalensis	non-native	AM
Malvaceae	Julostylis	Julostylis angustifolia	non-native	AM
Malvaceae	Julostylis	Julostylis polyandra	non-native	AM
Cupressaceae	Juniperus	Juniperus angosturana	non-native	AM
Cupressaceae	Juniperus	Juniperus arizonica	non-native	AM
Cupressaceae	Juniperus	Juniperus ashei	non-native	AM
Cupressaceae	Juniperus	Juniperus barbadensis	non-native	AM
Cupressaceae	Juniperus	Juniperus bermudiana	non-native	AM
Cupressaceae	Juniperus	Juniperus blancoi	non-native	AM
Cupressaceae	Juniperus	Juniperus brevifolia	non-native	AM
Cupressaceae	Juniperus	Juniperus californica	non-native	AM
Cupressaceae	Juniperus	Juniperus cedrus	non-native	AM
Cupressaceae	Juniperus	Juniperus chinensis	non-native	AM
Cupressaceae	Juniperus	Juniperus coahuilensis	non-native	AM
Cupressaceae	Juniperus	Juniperus comitana	non-native	AM
Cupressaceae	Juniperus	Juniperus communis	non-native	AM
Cupressaceae	Juniperus	Juniperus convallium	non-native	AM
Cupressaceae	Juniperus	Juniperus coxii	non-native	AM
Cupressaceae	Juniperus	Juniperus deltoides	non-native	AM
Cupressaceae	Juniperus	Juniperus deppeana	non-native	AM
Cupressaceae	Juniperus	Juniperus drupacea	non-native	AM
Cupressaceae	Juniperus	Juniperus durangensis	non-native	AM
Cupressaceae	Juniperus	Juniperus erectopatens	non-native	AM
Cupressaceae	Juniperus	Juniperus excelsa	non-native	AM
Cupressaceae	Juniperus	Juniperus flaccida	non-native	AM
Cupressaceae	Juniperus	Juniperus foetidissima	non-native	AM
Cupressaceae	Juniperus	Juniperus formosana	non-native	AM
Cupressaceae	Juniperus	Juniperus gamboana	non-native	AM
Cupressaceae	Juniperus	Juniperus gracilior	non-native	AM
Cupressaceae	Juniperus	Juniperus grandis	non-native	AM
Cupressaceae	Juniperus	Juniperus indica	non-native	AM
Cupressaceae	Juniperus	Juniperus jaliscana	non-native	AM
Cupressaceae	Juniperus	Juniperus komarovii	non-native	AM
Cupressaceae	Juniperus	Juniperus monosperma	non-native	AM
Cupressaceae	Juniperus	Juniperus monticola	non-native	AM
Cupressaceae	Juniperus	Juniperus morrisonicola	non-native	AM
Cupressaceae	Juniperus	Juniperus mucronata	non-native	AM
Cupressaceae	Juniperus	Juniperus occidentalis	non-native	AM
Cupressaceae	Juniperus	Juniperus osteosperma	non-native	AM
Cupressaceae	Juniperus	Juniperus oxycedrus	non-native	AM
Cupressaceae	Juniperus	Juniperus phoenicea	non-native	AM
Cupressaceae	Juniperus	Juniperus pinchotii	non-native	AM
Cupressaceae	Juniperus	Juniperus pingii	non-native	AM
Cupressaceae	Juniperus	Juniperus poblana	non-native	AM
Cupressaceae	Juniperus	Juniperus procera	non-native	AM
Cupressaceae	Juniperus	Juniperus przewalskii	non-native	AM
Cupressaceae	Juniperus	Juniperus pseudosabina	non-native	AM
Cupressaceae	Juniperus	Juniperus recurva	non-native	AM
Cupressaceae	Juniperus	Juniperus rigida	non-native	AM
Cupressaceae	Juniperus	Juniperus saltillensis	non-native	AM
Cupressaceae	Juniperus	Juniperus saltuaria	non-native	AM
Cupressaceae	Juniperus	Juniperus saxicola	non-native	AM
Cupressaceae	Juniperus	Juniperus scopulorum	non-native	AM
Cupressaceae	Juniperus	Juniperus semiglobosa	non-native	AM
Cupressaceae	Juniperus	Juniperus seravschanica	non-native	AM
Cupressaceae	Juniperus	Juniperus standleyi	non-native	AM
Cupressaceae	Juniperus	Juniperus taxifolia	non-native	AM
Cupressaceae	Juniperus	Juniperus thurifera	non-native	AM
Cupressaceae	Juniperus	Juniperus tibetica	non-native	AM
Cupressaceae	Juniperus	Juniperus turbinata	non-native	AM
Cupressaceae	Juniperus	Juniperus virginiana	non-native	AM
Fabaceae	Jupunba	Jupunba abbottii	non-native	uncertain
Fabaceae	Jupunba	Jupunba adenophora	non-native	uncertain
Fabaceae	Jupunba	Jupunba alexandri	non-native	uncertain
Fabaceae	Jupunba	Jupunba asplenifolia	non-native	uncertain
Fabaceae	Jupunba	Jupunba auriculata	non-native	uncertain
Fabaceae	Jupunba	Jupunba barbouriana	non-native	uncertain
Fabaceae	Jupunba	Jupunba barnebyana	non-native	uncertain
Fabaceae	Jupunba	Jupunba brachystachya	non-native	uncertain
Fabaceae	Jupunba	Jupunba campestris	non-native	uncertain
Fabaceae	Jupunba	Jupunba cochleata	non-native	uncertain
Fabaceae	Jupunba	Jupunba commutata	non-native	uncertain
Fabaceae	Jupunba	Jupunba curvicarpa	non-native	uncertain
Fabaceae	Jupunba	Jupunba ferruginea	non-native	uncertain
Fabaceae	Jupunba	Jupunba filamentosa	non-native	uncertain
Fabaceae	Jupunba	Jupunba floribunda	non-native	uncertain
Fabaceae	Jupunba	Jupunba gallorum	non-native	uncertain
Fabaceae	Jupunba	Jupunba ganymedea	non-native	uncertain
Fabaceae	Jupunba	Jupunba glauca	non-native	uncertain
Fabaceae	Jupunba	Jupunba idiopoda	non-native	uncertain
Fabaceae	Jupunba	Jupunba laeta	non-native	uncertain
Fabaceae	Jupunba	Jupunba langsdorffii	non-native	uncertain
Fabaceae	Jupunba	Jupunba leucophylla	non-native	uncertain
Fabaceae	Jupunba	Jupunba longipedunculata	non-native	uncertain
Fabaceae	Jupunba	Jupunba macradenia	non-native	uncertain
Fabaceae	Jupunba	Jupunba mataybifolia	non-native	uncertain
Fabaceae	Jupunba	Jupunba microcalyx	non-native	uncertain
Fabaceae	Jupunba	Jupunba nipensis	non-native	uncertain
Fabaceae	Jupunba	Jupunba obovalis	non-native	uncertain
Fabaceae	Jupunba	Jupunba oppositifolia	non-native	uncertain
Fabaceae	Jupunba	Jupunba oxyphyllidia	non-native	uncertain
Fabaceae	Jupunba	Jupunba piresii	non-native	uncertain
Fabaceae	Jupunba	Jupunba rhombea	non-native	uncertain
Fabaceae	Jupunba	Jupunba trapezifolia	non-native	uncertain
Fabaceae	Jupunba	Jupunba turbinata	non-native	uncertain
Fabaceae	Jupunba	Jupunba villifera	non-native	uncertain
Fabaceae	Jupunba	Jupunba villosa	non-native	uncertain
Fabaceae	Jupunba	Jupunba zolleriana	non-native	uncertain
Acanthaceae	Justicia	Justicia adhatodoides	non-native	AM
Acanthaceae	Justicia	Justicia aurea	non-native	AM
Acanthaceae	Justicia	Justicia eburnea	non-native	AM
Acanthaceae	Justicia	Justicia kanal	non-native	AM
Acanthaceae	Justicia	Justicia macrantha	non-native	AM
Acanthaceae	Justicia	Justicia maxima	non-native	AM
Acanthaceae	Justicia	Justicia spicigera	non-native	AM
Rubiaceae	Kadua	Kadua affinis	non-native	AM
Rubiaceae	Kadua	Kadua axillaris	non-native	AM
Rubiaceae	Kadua	Kadua grantii	non-native	AM
Rubiaceae	Kadua	Kadua lichtlei	non-native	AM
Rubiaceae	Kadua	Kadua nukuhivensis	non-native	AM
Rubiaceae	Kadua	Kadua tryblium	non-native	AM
Rosaceae	Kageneckia	Kageneckia angustifolia	non-native	AM
Rosaceae	Kageneckia	Kageneckia lanceolata	non-native	AM
Rosaceae	Kageneckia	Kageneckia oblonga	non-native	AM
Rubiaceae	Kailarsenia	Kailarsenia campanula	non-native	AM
Rubiaceae	Kailarsenia	Kailarsenia hygrophila	non-native	AM
Picrodendraceae	Kairothamnus	Kairothamnus phyllanthoides	non-native	AM
Rubiaceae	Kajewskiella	Kajewskiella polyantha	non-native	AM
Rubiaceae	Kajewskiella	Kajewskiella trichantha	non-native	AM
Fabaceae	Kalappia	Kalappia celebica	non-native	AM
Montiniaceae	Kaliphora	Kaliphora madagascariensis	non-native	AM
Ericaceae	Kalmia	Kalmia latifolia	non-native	ErM
Araliaceae	Kalopanax	Kalopanax septemlobus	non-native	AM
Myrtaceae	Kanakomyrtus	Kanakomyrtus longipetiolata	non-native	AM
Myrtaceae	Kanakomyrtus	Kanakomyrtus prominens	non-native	AM
Myrtaceae	Kanakomyrtus	Kanakomyrtus revoluta	non-native	AM
Rhizophoraceae	Kandelia	Kandelia candel	non-native	AM
Rhizophoraceae	Kandelia	Kandelia obovata	non-native	AM
Myrtaceae	Kania	Kania eugenioides	non-native	AM
Myrtaceae	Kania	Kania hirsutula	non-native	AM
Myrtaceae	Kania	Kania microphylla	non-native	AM
Myrtaceae	Kania	Kania nettotensis	non-native	AM
Myrtaceae	Kania	Kania platyphylla	non-native	AM
Myrtaceae	Kania	Kania urdanetensis	non-native	AM
Lamiaceae	Karomia	Karomia gigas	non-native	AM
Lamiaceae	Karomia	Karomia humbertii	non-native	AM
Lamiaceae	Karomia	Karomia macrocalyx	non-native	AM
Lamiaceae	Karomia	Karomia madagascariensis	non-native	AM
Lamiaceae	Karomia	Karomia microphylla	non-native	AM
Lamiaceae	Karomia	Karomia mira	non-native	AM
Lamiaceae	Karomia	Karomia speciosa	non-native	AM
Lamiaceae	Karomia	Karomia tettensis	non-native	AM
Cunoniaceae	Karrabina	Karrabina benthamiana	native	AM
Cunoniaceae	Karrabina	Karrabina biagiana	native	AM
Rhamnaceae	Karwinskia	Karwinskia calderonii	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia caloneura	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia colombiana	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia humboldtiana	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia johnstonii	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia latifolia	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia mollis	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia pluvialis	non-native	AM
Rhamnaceae	Karwinskia	Karwinskia rzedowskii	non-native	AM
