scientific_name	genus	family	mycorrhizal_type	estimate
Solanum aligerum	Solanum	Solanaceae	AM	genus
Solanum altissimum	Solanum	Solanaceae	AM	genus
Solanum amblophyllum	Solanum	Solanaceae	AM	genus
Solanum anisocladum	Solanum	Solanaceae	AM	genus
Solanum anisophyllum	Solanum	Solanaceae	AM	genus
Solanum aphyodendron	Solanum	Solanaceae	AM	genus
Solanum appressum	Solanum	Solanaceae	AM	genus
Solanum arboreum	Solanum	Solanaceae	AM	genus
Solanum argenteum	Solanum	Solanaceae	AM	genus
Solanum arundo	Solanum	Solanaceae	AM	genus
Solanum asperolanatum	Solanum	Solanaceae	AM	genus
Solanum atitlanum	Solanum	Solanaceae	AM	genus
Solanum aturense	Solanum	Solanaceae	AM	genus
Solanum axillifolium	Solanum	Solanaceae	AM	genus
Solanum bahamense	Solanum	Solanaceae	AM	genus
Solanum barbeyanum	Solanum	Solanaceae	AM	genus
Solanum barbulatum	Solanum	Solanaceae	AM	genus
Solanum bauerianum	Solanum	Solanaceae	AM	genus
Solanum bellum	Solanum	Solanaceae	AM	genus
Solanum betaceum	Solanum	Solanaceae	AM	genus
Solanum bicolor	Solanum	Solanaceae	AM	genus
Solanum brevipedicellatum	Solanum	Solanaceae	AM	genus
Solanum bullatum	Solanum	Solanaceae	AM	genus
Solanum caavurana	Solanum	Solanaceae	AM	genus
Solanum cacosmum	Solanum	Solanaceae	AM	genus
Solanum cajanumense	Solanum	Solanaceae	AM	genus
Solanum capoerum	Solanum	Solanaceae	AM	genus
Solanum carautae	Solanum	Solanaceae	AM	genus
Solanum castaneum	Solanum	Solanaceae	AM	genus
Solanum cernuum	Solanum	Solanaceae	AM	genus
Solanum chalmersii	Solanum	Solanaceae	AM	genus
Solanum chiapasense	Solanum	Solanaceae	AM	genus
Solanum chrysasteroides	Solanum	Solanaceae	AM	genus
Solanum chrysotrichum	Solanum	Solanaceae	AM	genus
Solanum cinnamomeum	Solanum	Solanaceae	AM	genus
Solanum clathratum	Solanum	Solanaceae	AM	genus
Solanum compressum	Solanum	Solanaceae	AM	genus
Solanum confine	Solanum	Solanaceae	AM	genus
Solanum conglobatum	Solanum	Solanaceae	AM	genus
Solanum cordovense	Solanum	Solanaceae	AM	genus
Solanum cornifolium	Solanum	Solanaceae	AM	genus
Solanum corumbense	Solanum	Solanaceae	AM	genus
Solanum corymbiflorum	Solanum	Solanaceae	AM	genus
Solanum costatum	Solanum	Solanaceae	AM	genus
Solanum crinitum	Solanum	Solanaceae	AM	genus
Solanum croatii	Solanum	Solanaceae	AM	genus
Solanum crotonifolium	Solanum	Solanaceae	AM	genus
Solanum cucullatum	Solanum	Solanaceae	AM	genus
Solanum cutervanum	Solanum	Solanaceae	AM	genus
Solanum cyathophorum	Solanum	Solanaceae	AM	genus
Solanum cylindricum	Solanum	Solanaceae	AM	genus
Solanum decorum	Solanum	Solanaceae	AM	genus
Solanum deflexiflorum	Solanum	Solanaceae	AM	genus
Solanum dendroicum	Solanum	Solanaceae	AM	genus
Solanum dennekense	Solanum	Solanaceae	AM	genus
Solanum dillonii	Solanum	Solanaceae	AM	genus
Solanum diploconos	Solanum	Solanaceae	AM	genus
Solanum diversifolium	Solanum	Solanaceae	AM	genus
Solanum dolichosepalum	Solanum	Solanaceae	AM	genus
Solanum dolosum	Solanum	Solanaceae	AM	genus
Solanum endopogon	Solanum	Solanaceae	AM	genus
Solanum ensifolium	Solanum	Solanaceae	AM	genus
Solanum erianthum	Solanum	Solanaceae	AM	genus
Solanum falciforme	Solanum	Solanaceae	AM	genus
Solanum fallax	Solanum	Solanaceae	AM	genus
Solanum fortunense	Solanum	Solanaceae	AM	genus
Solanum fosbergianum	Solanum	Solanaceae	AM	genus
Solanum gertii	Solanum	Solanaceae	AM	genus
Solanum giganteum	Solanum	Solanaceae	AM	genus
Solanum gomphodes	Solanum	Solanaceae	AM	genus
Solanum goniocaulon	Solanum	Solanaceae	AM	genus
Solanum goodspeedii	Solanum	Solanaceae	AM	genus
Solanum grandiflorum	Solanum	Solanaceae	AM	genus
Solanum granuloso-leprosum	Solanum	Solanaceae	AM	genus
Solanum hayesii	Solanum	Solanaceae	AM	genus
Solanum hazenii	Solanum	Solanaceae	AM	genus
Solanum heinianum	Solanum	Solanaceae	AM	genus
Solanum hexandrum	Solanum	Solanaceae	AM	genus
Solanum humboldtianum	Solanum	Solanaceae	AM	genus
Solanum hypaleurotrichum	Solanum	Solanaceae	AM	genus
Solanum hypermegethes	Solanum	Solanaceae	AM	genus
Solanum hyporhodium	Solanum	Solanaceae	AM	genus
Solanum iltisii	Solanum	Solanaceae	AM	genus
Solanum incomptum	Solanum	Solanaceae	AM	genus
Solanum inelegans	Solanum	Solanaceae	AM	genus
Solanum kioniotrichum	Solanum	Solanaceae	AM	genus
Solanum lacerdae	Solanum	Solanaceae	AM	genus
Solanum lacteum	Solanum	Solanaceae	AM	genus
Solanum lanceolatum	Solanum	Solanaceae	AM	genus
Solanum lasiopodium	Solanum	Solanaceae	AM	genus
Solanum latiflorum	Solanum	Solanaceae	AM	genus
Solanum lepidotum	Solanum	Solanaceae	AM	genus
Solanum leptostachys	Solanum	Solanaceae	AM	genus
Solanum leucocarpon	Solanum	Solanaceae	AM	genus
Solanum leucodendron	Solanum	Solanaceae	AM	genus
Solanum lignescens	Solanum	Solanaceae	AM	genus
Solanum lindenii	Solanum	Solanaceae	AM	genus
Solanum lycocarpum	Solanum	Solanaceae	AM	genus
Solanum malletii	Solanum	Solanaceae	AM	genus
Solanum mapiricum	Solanum	Solanaceae	AM	genus
Solanum maternum	Solanum	Solanaceae	AM	genus
Solanum maturecalvans	Solanum	Solanaceae	AM	genus
Solanum mauritianum	Solanum	Solanaceae	AM	genus
Solanum melissarum	Solanum	Solanaceae	AM	genus
Solanum microleprodes	Solanum	Solanaceae	AM	genus
Solanum mitlense	Solanum	Solanaceae	AM	genus
Solanum myoxotrichum	Solanum	Solanaceae	AM	genus
Solanum nigricans	Solanum	Solanaceae	AM	genus
Solanum nitidum	Solanum	Solanaceae	AM	genus
Solanum nudum	Solanum	Solanaceae	AM	genus
Solanum nutans	Solanum	Solanaceae	AM	genus
Solanum obliquum	Solanum	Solanaceae	AM	genus
Solanum oblongifolium	Solanum	Solanaceae	AM	genus
Solanum occultum	Solanum	Solanaceae	AM	genus
Solanum ochrophyllum	Solanum	Solanaceae	AM	genus
Solanum oocarpum	Solanum	Solanaceae	AM	genus
Solanum oppositifolium	Solanum	Solanaceae	AM	genus
Solanum orthacanthum	Solanum	Solanaceae	AM	genus
Solanum ovalifolium	Solanum	Solanaceae	AM	genus
Solanum oxapampense	Solanum	Solanaceae	AM	genus
Solanum oxyphyllum	Solanum	Solanaceae	AM	genus
Solanum pabstii	Solanum	Solanaceae	AM	genus
Solanum pachimatium	Solanum	Solanaceae	AM	genus
Solanum paniculatum	Solanum	Solanaceae	AM	genus
Solanum paralum	Solanum	Solanaceae	AM	genus
Solanum paranense	Solanum	Solanaceae	AM	genus
Solanum paucispinum	Solanum	Solanaceae	AM	genus
Solanum pendulum	Solanum	Solanaceae	AM	genus
Solanum phoxocarpum	Solanum	Solanaceae	AM	genus
Solanum pinetorum	Solanum	Solanaceae	AM	genus
Solanum placitum	Solanum	Solanaceae	AM	genus
Solanum plumense	Solanum	Solanaceae	AM	genus
Solanum polygamum	Solanum	Solanaceae	AM	genus
Solanum proteanthum	Solanum	Solanaceae	AM	genus
Solanum pseudoquina	Solanum	Solanaceae	AM	genus
Solanum psilophyllum	Solanum	Solanaceae	AM	genus
Solanum pubigerum	Solanum	Solanaceae	AM	genus
Solanum pulverulentifolium	Solanum	Solanaceae	AM	genus
Solanum quaesitum	Solanum	Solanaceae	AM	genus
Solanum refractum	Solanum	Solanaceae	AM	genus
Solanum reitzii	Solanum	Solanaceae	AM	genus
Solanum riparium	Solanum	Solanaceae	AM	genus
Solanum ripense	Solanum	Solanaceae	AM	genus
Solanum robustifrons	Solanum	Solanaceae	AM	genus
Solanum rojasianum	Solanum	Solanaceae	AM	genus
Solanum rovirosanum	Solanum	Solanaceae	AM	genus
Solanum rudepannum	Solanum	Solanaceae	AM	genus
Solanum rufescens	Solanum	Solanaceae	AM	genus
Solanum rugosum	Solanum	Solanaceae	AM	genus
Solanum ruizii	Solanum	Solanaceae	AM	genus
Solanum sambuciflorum	Solanum	Solanaceae	AM	genus
Solanum sanctae-catharinae	Solanum	Solanaceae	AM	genus
Solanum saponaceum	Solanum	Solanaceae	AM	genus
Solanum saturatum	Solanum	Solanaceae	AM	genus
Solanum schlechtendalianum	Solanum	Solanaceae	AM	genus
Solanum schliebenii	Solanum	Solanaceae	AM	genus
Solanum sciadostylis	Solanum	Solanaceae	AM	genus
Solanum sellovianum	Solanum	Solanaceae	AM	genus
Solanum sessile	Solanum	Solanaceae	AM	genus
Solanum sibundoyense	Solanum	Solanaceae	AM	genus
Solanum sooretamum	Solanum	Solanaceae	AM	genus
Solanum splendens	Solanum	Solanaceae	AM	genus
Solanum stellatiglandulosum	Solanum	Solanaceae	AM	genus
Solanum stenophyllum	Solanum	Solanaceae	AM	genus
Solanum stipulaceum	Solanum	Solanaceae	AM	genus
Solanum subinerme	Solanum	Solanaceae	AM	genus
Solanum superbum	Solanum	Solanaceae	AM	genus
Solanum swartzianum	Solanum	Solanaceae	AM	genus
Solanum sycocarpum	Solanum	Solanaceae	AM	genus
Solanum sycophanta	Solanum	Solanaceae	AM	genus
Solanum symmetricum	Solanum	Solanaceae	AM	genus
Solanum tegore	Solanum	Solanaceae	AM	genus
Solanum tenuisetosum	Solanum	Solanaceae	AM	genus
Solanum tettense	Solanum	Solanaceae	AM	genus
Solanum thelopodium	Solanum	Solanaceae	AM	genus
Solanum tobagense	Solanum	Solanaceae	AM	genus
Solanum trachycyphum	Solanum	Solanaceae	AM	genus
Solanum trichoneuron	Solanum	Solanaceae	AM	genus
Solanum tricuspidatum	Solanum	Solanaceae	AM	genus
Solanum triste	Solanum	Solanaceae	AM	genus
Solanum turgidum	Solanum	Solanaceae	AM	genus
Solanum umbellatum	Solanum	Solanaceae	AM	genus
Solanum urticans	Solanum	Solanaceae	AM	genus
Solanum vacciniiflorum	Solanum	Solanaceae	AM	genus
Solanum variabile	Solanum	Solanaceae	AM	genus
Solanum velutissimum	Solanum	Solanaceae	AM	genus
Solanum venosum	Solanum	Solanaceae	AM	genus
Solanum verecundum	Solanum	Solanaceae	AM	genus
Solanum verticillatum	Solanum	Solanaceae	AM	genus
Solanum warmingii	Solanum	Solanaceae	AM	genus
Solanum whalenii	Solanum	Solanaceae	AM	genus
Solanum wrightii	Solanum	Solanaceae	AM	genus
Solanum yanamonense	Solanum	Solanaceae	AM	genus
Solenandra angustifolia	Solenandra	Rubiaceae	AM	family
Solenandra brachycarpa	Solenandra	Rubiaceae	AM	family
Solenandra cordata	Solenandra	Rubiaceae	AM	family
Solenandra curbeloi	Solenandra	Rubiaceae	AM	family
Solenandra elliptica	Solenandra	Rubiaceae	AM	family
Solenandra ixoroides	Solenandra	Rubiaceae	AM	family
Solenandra lineata	Solenandra	Rubiaceae	AM	family
Solenandra longiflora	Solenandra	Rubiaceae	AM	family
Solenandra mexicana	Solenandra	Rubiaceae	AM	family
Solenandra microcarpa	Solenandra	Rubiaceae	AM	family
Solenandra myrtifolia	Solenandra	Rubiaceae	AM	family
Solenandra parviflora	Solenandra	Rubiaceae	AM	family
Solenandra pervestita	Solenandra	Rubiaceae	AM	family
Solenandra polyphylla	Solenandra	Rubiaceae	AM	family
Solenandra pulverulenta	Solenandra	Rubiaceae	AM	family
Solenandra rotundata	Solenandra	Rubiaceae	AM	family
Solenandra sanctae-luciae	Solenandra	Rubiaceae	AM	family
Solenandra stenophylla	Solenandra	Rubiaceae	AM	family
Solenandra triflora	Solenandra	Rubiaceae	AM	family
Solenandra velutina	Solenandra	Rubiaceae	AM	family
Solenocarpus indica	Solenocarpus	Anacardiaceae	AM	genus
Solenocarpus philippinensis	Solenocarpus	Anacardiaceae	AM	genus
Solmsia calophylla	Solmsia	Thymelaeaceae	AM	genus
Sommera arborescens	Sommera	Rubiaceae	AM	genus
Sommera chiapensis	Sommera	Rubiaceae	AM	genus
Sommera cusucoana	Sommera	Rubiaceae	AM	genus
Sommera donnell-smithii	Sommera	Rubiaceae	AM	genus
Sommera fusca	Sommera	Rubiaceae	AM	genus
Sommera grandis	Sommera	Rubiaceae	AM	genus
Sommera guatemalensis	Sommera	Rubiaceae	AM	genus
Sommera montana	Sommera	Rubiaceae	AM	genus
Sommera parva	Sommera	Rubiaceae	AM	genus
Sommera purdiei	Sommera	Rubiaceae	AM	genus
Sommieria leucophylla	Sommieria	Arecaceae	AM	genus
Sonchus fruticosus	Sonchus	Asteraceae	AM	genus
Sonchus pinnatus	Sonchus	Asteraceae	AM	genus
Sonneratia alba	Sonneratia	Lythraceae	AM	genus
Sonneratia apetala	Sonneratia	Lythraceae	AM	genus
Sonneratia caseolaris	Sonneratia	Lythraceae	AM	genus
Sonneratia griffithii	Sonneratia	Lythraceae	AM	genus
Sonneratia lanceolata	Sonneratia	Lythraceae	AM	genus
Sonneratia ovata	Sonneratia	Lythraceae	AM	genus
Styphnolobium affine	Styphnolobium	Fabaceae	AM	genus
Sophora brachygyna	Sophora	Fabaceae	AM	genus
Sophora cassioides	Sophora	Fabaceae	AM	genus
Sophora chathamica	Sophora	Fabaceae	AM	genus
Sophora chrysophylla	Sophora	Fabaceae	AM	genus
Sophora davidii	Sophora	Fabaceae	AM	genus
Sophora denudata	Sophora	Fabaceae	AM	genus
Sophora fernandeziana	Sophora	Fabaceae	AM	genus
Sophora franchetiana	Sophora	Fabaceae	AM	genus
Sophora fulvida	Sophora	Fabaceae	AM	genus
Sophora godleyi	Sophora	Fabaceae	AM	genus
Sophora howinsula	Sophora	Fabaceae	AM	genus
Sophora inhambanensis	Sophora	Fabaceae	AM	genus
Sophora leachiana	Sophora	Fabaceae	AM	genus
Sophora mangarevaensis	Sophora	Fabaceae	AM	genus
Sophora masafuerana	Sophora	Fabaceae	AM	genus
Sophora microphylla	Sophora	Fabaceae	AM	genus
Sophora polyphylla	Sophora	Fabaceae	AM	genus
Sophora wightii	Sophora	Fabaceae	AM	genus
Sophora raivavaeensis	Sophora	Fabaceae	AM	genus
Sophora rapaensis	Sophora	Fabaceae	AM	genus
Sophora saxicola	Sophora	Fabaceae	AM	genus
Sophora tetraptera	Sophora	Fabaceae	AM	genus
Sophora tomentosa	Sophora	Fabaceae	AM	genus
Sophora tonkinensis	Sophora	Fabaceae	AM	genus
Sophora toromiro	Sophora	Fabaceae	AM	genus
Sophora xanthoantha	Sophora	Fabaceae	AM	genus
Sophora yunnanensis	Sophora	Fabaceae	AM	genus
Karpatiosorbus acutiserrata	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus adamii	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus adeana	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus admonitor	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus albensis	Karpatiosorbus	Rosaceae	AM	family
Sorbus albopilosa	Sorbus	Rosaceae	AM	genus
Alniaria alnifolia	Alniaria	Rosaceae	AM	family
Karpatiosorbus alnifrons	Karpatiosorbus	Rosaceae	AM	family
Sorbus americana	Sorbus	Rosaceae	AM	genus
Karpatiosorbus amici-petri	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus andreanszkyana	Karpatiosorbus	Rosaceae	AM	family
Hedlundia anglica	Hedlundia	Rosaceae	AM	family
Sorbus wallichii	Sorbus	Rosaceae	AM	genus
Aria edulis	Aria	Rosaceae	AM	genus
Hedlundia armeniaca	Hedlundia	Rosaceae	AM	family
Thomsonaria aronioides	Thomsonaria	Rosaceae	AM	family
Hedlundia arranensis	Hedlundia	Rosaceae	AM	family
Aria arvonicola	Aria	Rosaceae	AM	genus
Thomsonaria astateria	Thomsonaria	Rosaceae	AM	family
Sorbus atrata	Sorbus	Rosaceae	AM	genus
Sorbus aucuparia	Sorbus	Rosaceae	AM	genus
Sorbus austriaca	Sorbus	Rosaceae	AM	genus
Aria avonensis	Aria	Rosaceae	AM	genus
Karpatiosorbus badensis	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus bakonyensis	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus balatonica	Karpatiosorbus	Rosaceae	AM	family
Aria baldaccii	Aria	Rosaceae	AM	genus
Karpatiosorbus barabitsii	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus barrandienica	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus bodajkensis	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus bohemica	Karpatiosorbus	Rosaceae	AM	family
Hedlundia borbasii	Hedlundia	Rosaceae	AM	family
Karpatiosorbus borosiana	Karpatiosorbus	Rosaceae	AM	family
Hedlundia bosniaca	Hedlundia	Rosaceae	AM	family
Karpatiosorbus bristoliensis	Karpatiosorbus	Rosaceae	AM	family
Hedlundia buekkensis	Hedlundia	Rosaceae	AM	family
Griffitharia burtonsmithiorum	Griffitharia	Rosaceae	AM	family
Aria busambarensis	Aria	Rosaceae	AM	genus
Micromeles calcicola	Micromeles	Rosaceae	AM	genus
Thomsonaria caloneura	Thomsonaria	Rosaceae	AM	family
Aria cambrensis	Aria	Rosaceae	AM	genus
Aria cheddarensis	Aria	Rosaceae	AM	genus
Aria colchica	Aria	Rosaceae	AM	genus
Aria collina	Aria	Rosaceae	AM	genus
Sorbus commixta	Sorbus	Rosaceae	AM	genus
Karpatiosorbus cordigastensis	Karpatiosorbus	Rosaceae	AM	family
Micromeles coronata	Micromeles	Rosaceae	AM	genus
Thomsonaria corymbifera	Thomsonaria	Rosaceae	AM	family
Karpatiosorbus croceocarpa	Karpatiosorbus	Rosaceae	AM	family
Aria cucullifera	Aria	Rosaceae	AM	genus
Hedlundia cuneifolia	Hedlundia	Rosaceae	AM	family
Sorbus danubialis	Sorbus	Rosaceae	AM	genus
Karpatiosorbus decipientiformis	Karpatiosorbus	Rosaceae	AM	family
Sorbus decora	Sorbus	Rosaceae	AM	genus
Karpatiosorbus degenii	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus devoniensis	Karpatiosorbus	Rosaceae	AM	family
Sorbus discolor	Sorbus	Rosaceae	AM	genus
Karpatiosorbus dolomiticola	Karpatiosorbus	Rosaceae	AM	family
Cormus domestica	Cormus	Rosaceae	AM	family
Karpatiosorbus dominii	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus dracofolia	Karpatiosorbus	Rosaceae	AM	family
Dunnaria dunnii	Dunnaria	Rosaceae	AM	family
Aria eminens	Aria	Rosaceae	AM	genus
Aria eminentiformis	Aria	Rosaceae	AM	genus
Aria eminentoides	Aria	Rosaceae	AM	genus
Thomsonaria epidendron	Thomsonaria	Rosaceae	AM	family
Sorbus esserteauana	Sorbus	Rosaceae	AM	genus
Karpatiosorbus eugenii-kelleri	Karpatiosorbus	Rosaceae	AM	family
Aria evansii	Aria	Rosaceae	AM	genus
Karpatiosorbus eximia	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus eystettensis	Karpatiosorbus	Rosaceae	AM	family
Sorbus faohraei	Sorbus	Rosaceae	AM	genus
Thomsonaria ferruginea	Thomsonaria	Rosaceae	AM	family
Karpatiosorbus fischeri	Karpatiosorbus	Rosaceae	AM	family
Alniaria folgneri	Alniaria	Rosaceae	AM	family
Sorbus foliolosa	Sorbus	Rosaceae	AM	genus
Karpatiosorbus franconica	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus futakiana	Karpatiosorbus	Rosaceae	AM	family
Hedlundia gauckleri	Hedlundia	Rosaceae	AM	family
Karpatiosorbus gayeriana	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus gemella	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus gerecseensis	Karpatiosorbus	Rosaceae	AM	family
Thomsonaria globosa	Thomsonaria	Rosaceae	AM	family
Sorbus glomerulata	Sorbus	Rosaceae	AM	genus
Aria graeca	Aria	Rosaceae	AM	genus
Aria greenii	Aria	Rosaceae	AM	genus
Micromeles griffithii	Micromeles	Rosaceae	AM	genus
Griffitharia guanii	Griffitharia	Rosaceae	AM	family
Wilsonaria megalocarpa	Wilsonaria	Rosaceae	AM	family
Sorbus hajastana	Sorbus	Rosaceae	AM	genus
Hedlundia harziana	Hedlundia	Rosaceae	AM	family
Hedlundia hazslinszkyana	Hedlundia	Rosaceae	AM	family
Griffitharia hedlundii	Griffitharia	Rosaceae	AM	family
Sorbus helenae	Sorbus	Rosaceae	AM	genus
Griffitharia hemsleyi	Griffitharia	Rosaceae	AM	family
Karpatiosorbus herbipolitana	Karpatiosorbus	Rosaceae	AM	family
Sorbus herculis	Sorbus	Rosaceae	AM	genus
Aria herefordensis	Aria	Rosaceae	AM	genus
Griffitharia heseltinei	Griffitharia	Rosaceae	AM	family
Aria hibernica	Aria	Rosaceae	AM	genus
Karpatiosorbus hoppeana	Karpatiosorbus	Rosaceae	AM	family
Hedlundia hornadensis	Hedlundia	Rosaceae	AM	family
Griffitharia hudsonii	Griffitharia	Rosaceae	AM	family
Aria hungarica	Aria	Rosaceae	AM	genus
Sorbus hybrida	Sorbus	Rosaceae	AM	genus
Sorbus insignis	Sorbus	Rosaceae	AM	genus
Scandosorbus intermedia	Scandosorbus	Rosaceae	AM	family
Aria javorkana	Aria	Rosaceae	AM	genus
Karpatiosorbus joannis	Karpatiosorbus	Rosaceae	AM	family
Griffitharia karchungii	Griffitharia	Rosaceae	AM	family
Thomsonaria decaisneana	Thomsonaria	Rosaceae	AM	family
Aria keszthelyensis	Aria	Rosaceae	AM	genus
Sorbus kiukiangensis	Sorbus	Rosaceae	AM	genus
Karpatiosorbus klasterskyana	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus kmetiana	Karpatiosorbus	Rosaceae	AM	family
Sorbus koehneana	Sorbus	Rosaceae	AM	genus
Sorbus kusnetzovii	Sorbus	Rosaceae	AM	genus
Griffitharia lanata	Griffitharia	Rosaceae	AM	family
Aria lancastriensis	Aria	Rosaceae	AM	genus
Hedlundia lancifolia	Hedlundia	Rosaceae	AM	family
Sorbus latifolia	Sorbus	Rosaceae	AM	genus
Hedlundia legrei	Hedlundia	Rosaceae	AM	family
Aria leighensis	Aria	Rosaceae	AM	genus
Aria leptophylla	Aria	Rosaceae	AM	genus
Hedlundia leyana	Hedlundia	Rosaceae	AM	family
Sorbus lingshiensis	Sorbus	Rosaceae	AM	genus
Hedlundia lonetalensis	Hedlundia	Rosaceae	AM	family
Sorbus longii	Sorbus	Rosaceae	AM	genus
Hedlundia luristanica	Hedlundia	Rosaceae	AM	family
Sorbus macrantha	Sorbus	Rosaceae	AM	genus
Karpatiosorbus magocsyana	Karpatiosorbus	Rosaceae	AM	family
Aria margaretae	Aria	Rosaceae	AM	genus
Pleiosorbus megacarpa	Pleiosorbus	Rosaceae	AM	family
Karpatiosorbus meierottii	Karpatiosorbus	Rosaceae	AM	family
Hedlundia meinichii	Hedlundia	Rosaceae	AM	family
Thomsonaria meliosmifolia	Thomsonaria	Rosaceae	AM	family
Karpatiosorbus mergenthaleriana	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus meyeri	Karpatiosorbus	Rosaceae	AM	family
Sorbus microphylla	Sorbus	Rosaceae	AM	genus
Karpatiosorbus milensis	Karpatiosorbus	Rosaceae	AM	family
Hedlundia minima	Hedlundia	Rosaceae	AM	family
Sorbus monbeigii	Sorbus	Rosaceae	AM	genus
Aria moravica	Aria	Rosaceae	AM	genus
Hedlundia mougeotii	Hedlundia	Rosaceae	AM	family
Griffitharia needhamii	Griffitharia	Rosaceae	AM	family
Hedlundia neglecta	Hedlundia	Rosaceae	AM	family
Sorbus obsoletidentata	Sorbus	Rosaceae	AM	genus
Aria obtusifolia	Aria	Rosaceae	AM	genus
Thomsonaria ochracea	Thomsonaria	Rosaceae	AM	family
Sorbus oligodonta	Sorbus	Rosaceae	AM	genus
Karpatiosorbus omissa	Karpatiosorbus	Rosaceae	AM	family
Griffitharia pallescens	Griffitharia	Rosaceae	AM	family
Aria pannonica	Aria	Rosaceae	AM	genus
Aria parviloba	Aria	Rosaceae	AM	genus
Sorbus paucijuga	Sorbus	Rosaceae	AM	genus
Karpatiosorbus paxiana	Karpatiosorbus	Rosaceae	AM	family
Hedlundia pekarovae	Hedlundia	Rosaceae	AM	family
Karpatiosorbus pelsoensis	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus perlonga	Karpatiosorbus	Rosaceae	AM	family
Hedlundia persica	Hedlundia	Rosaceae	AM	family
Karpatiosorbus polgariana	Karpatiosorbus	Rosaceae	AM	family
Aria pontis-satanae	Aria	Rosaceae	AM	genus
Aria porrigentiformis	Aria	Rosaceae	AM	genus
Karpatiosorbus portae-bohemicae	Karpatiosorbus	Rosaceae	AM	family
Micromeles prunifolia	Micromeles	Rosaceae	AM	genus
Karpatiosorbus pseudobakonyensis	Karpatiosorbus	Rosaceae	AM	family
Hedlundia pseudofennica	Hedlundia	Rosaceae	AM	family
Karpatiosorbus pseudolatifolia	Karpatiosorbus	Rosaceae	AM	family
Hedlundia pseudomeinichii	Hedlundia	Rosaceae	AM	family
Karpatiosorbus pseudosemi-incisa	Karpatiosorbus	Rosaceae	AM	family
Hedlundia pseudothuringiaca	Hedlundia	Rosaceae	AM	family
Karpatiosorbus pseudovertesensis	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus puellarum	Karpatiosorbus	Rosaceae	AM	family
Hedlundia pulchra	Hedlundia	Rosaceae	AM	family
Sorbus randaiensis	Sorbus	Rosaceae	AM	genus
Karpatiosorbus ratisbonensis	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus redliana	Karpatiosorbus	Rosaceae	AM	family
Sorbus rehderiana	Sorbus	Rosaceae	AM	genus
Karpatiosorbus remensis	Karpatiosorbus	Rosaceae	AM	family
Micromeles rhamnoides	Micromeles	Rosaceae	AM	genus
Karpatiosorbus rhodanthera	Karpatiosorbus	Rosaceae	AM	family
Micromeles rhombifolia	Micromeles	Rosaceae	AM	genus
Aria richii	Aria	Rosaceae	AM	genus
Sorbus rinzenii	Sorbus	Rosaceae	AM	genus
Hedlundia roopiana	Hedlundia	Rosaceae	AM	family
Sorbus rufopilosa	Sorbus	Rosaceae	AM	genus
Aria rupicola	Aria	Rosaceae	AM	genus
Aria rupicoloides	Aria	Rosaceae	AM	genus
Sorbus sargentiana	Sorbus	Rosaceae	AM	genus
Aria saxicola	Aria	Rosaceae	AM	genus
Sorbus scalaris	Sorbus	Rosaceae	AM	genus
Hedlundia scannelliana	Hedlundia	Rosaceae	AM	family
Hedlundia scepusiensis	Hedlundia	Rosaceae	AM	family
Karpatiosorbus schnizleiniana	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus schuwerkiorum	Karpatiosorbus	Rosaceae	AM	family
Hedlundia schwarziana	Hedlundia	Rosaceae	AM	family
Sorbus scopulina	Sorbus	Rosaceae	AM	genus
Karpatiosorbus sellii	Karpatiosorbus	Rosaceae	AM	family
Karpatiosorbus semi-incisa	Karpatiosorbus	Rosaceae	AM	family
Hedlundia hybrida	Hedlundia	Rosaceae	AM	family
Karpatiosorbus seyboldiana	Karpatiosorbus	Rosaceae	AM	family
Griffitharia sharmae	Griffitharia	Rosaceae	AM	family
Karpatiosorbus simonkaiana	Karpatiosorbus	Rosaceae	AM	family
Sorbus sitchensis	Sorbus	Rosaceae	AM	genus
Karpatiosorbus slovenica	Karpatiosorbus	Rosaceae	AM	family
Hedlundia sognensis	Hedlundia	Rosaceae	AM	family
Aria spectans	Aria	Rosaceae	AM	genus
