family	genus	scientific_name	mycorrhizal_type
Casuarinaceae	Casuarina	Casuarina obesa	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus goniantha	EcM
Fabaceae	Sesbania	Sesbania formosa	AM
Myrtaceae	Corymbia	Corymbia setosa	EcM
Apocynaceae	Ochrosia	Ochrosia moorei	AM
Rutaceae	Geijera	Geijera parviflora	AM
Picrodendraceae	Choriceras	Choriceras tricorne	AM
Sapindaceae	Cupaniopsis	Cupaniopsis flagelliformis	AM
Araliaceae	Polyscias	Polyscias schultzei	AM
Proteaceae	Grevillea	Grevillea glauca	NM
Cycadaceae	Cycas	Cycas circinalis	AM
Vitaceae	Leea	Leea indica	AM
Putranjivaceae	Drypetes	Drypetes sepiaria	AM
Myrtaceae	Eucalyptus	Eucalyptus aequioperta	EcM
Fabaceae	Vachellia	Vachellia suberosa	AM
Podocarpaceae	Podocarpus	Podocarpus elatus	AM
Pittosporaceae	Bursaria	Bursaria tenuifolia	AM
Myrtaceae	Eucalyptus	Eucalyptus haemastoma	EcM
Pittosporaceae	Auranticarpa	Auranticarpa melanosperma	AM
Rutaceae	Acronychia	Acronychia laevis	AM
Bixaceae	Cochlospermum	Cochlospermum gillivraei	AM
Lauraceae	Endiandra	Endiandra hypotephra	AM
Proteaceae	Persoonia	Persoonia linearis	NM
Myrtaceae	Eucalyptus	Eucalyptus morrisbyi	EcM
Cupressaceae	Callitris	Callitris canescens	AM
Combretaceae	Terminalia	Terminalia hadleyana	AM
Myrtaceae	Corymbia	Corymbia papillosa	EcM
Fabaceae	Acacia	Acacia pachyacra	EcM-AM
Simaroubaceae	Brucea	Brucea javanica	AM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea brunonis	AM
Fabaceae	Acacia	Acacia colei	EcM-AM
Sapotaceae	Amorphospermum	Amorphospermum antilogum	AM
Myrtaceae	Eucalyptus	Eucalyptus drummondii	EcM
Cunoniaceae	Ackama	Ackama paniculosa	AM
Sapotaceae	Pleioluma	Pleioluma xerocarpa	AM
Myrtaceae	Melaleuca	Melaleuca squarrosa	EcM-AM
Solanaceae	Duboisia	Duboisia leichhardtii	AM
Ebenaceae	Diospyros	Diospyros rugosula	AM
Proteaceae	Hakea	Hakea actites	NM
Simaroubaceae	Ailanthus	Ailanthus integrifolia	AM
Myrtaceae	Eucalyptus	Eucalyptus rowleyi	EcM
Myrtaceae	Eucalyptus	Eucalyptus quadrans	EcM
Myrtaceae	Eucalyptus	Eucalyptus longirostrata	EcM
Ebenaceae	Diospyros	Diospyros australis	AM
Sapotaceae	Planchonella	Planchonella cotinifolia	AM
Lauraceae	Cryptocarya	Cryptocarya pleurosperma	AM
Myrtaceae	Melaleuca	Melaleuca cheelii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus oblonga	EcM
Fabaceae	Lysiphyllum	Lysiphyllum gilvum	AM
Boraginaceae	Ehretia	Ehretia acuminata	NM-AM
Pennantiaceae	Pennantia	Pennantia corymbosa	AM
Myrtaceae	Eucalyptus	Eucalyptus macrorhyncha	EcM
Myrtaceae	Eucalyptus	Eucalyptus megacarpa	EcM
Arecaceae	Howea	Howea forsteriana	AM
Fabaceae	Intsia	Intsia bijuga	EcM
Fabaceae	Acacia	Acacia scirpifolia	EcM-AM
Euphorbiaceae	Homalanthus	Homalanthus populneus	AM
Fabaceae	Acacia	Acacia microbotrya	EcM-AM
Fabaceae	Acacia	Acacia anastema	EcM-AM
Sapindaceae	Alectryon	Alectryon subcinereus	AM
Podocarpaceae	Podocarpus	Podocarpus totara	AM
Myrtaceae	Eucalyptus	Eucalyptus conferruminata	EcM
Rhizophoraceae	Bruguiera	Bruguiera sexangula	NM-AM
Myrtaceae	Syzygium	Syzygium sharonae	AM
Primulaceae	Ardisia	Ardisia bakeri	AM
Fabaceae	Acaciella	Acaciella glauca	AM
Sapindaceae	Harpullia	Harpullia hillii	AM
Myrtaceae	Eucalyptus	Eucalyptus eremicola	EcM
Euphorbiaceae	Trigonostemon	Trigonostemon inopinatus	AM
Proteaceae	Alloxylon	Alloxylon pinnatum	NM
Rubiaceae	Aidia	Aidia racemosa	AM
Santalaceae	Santalum	Santalum album	NM-AM
Moraceae	Streblus	Streblus glaber	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus robusta	EcM
Calophyllaceae	Calophyllum	Calophyllum soulattri	AM
Moraceae	Ficus	Ficus melinocarpa	AM
Myrtaceae	Eucalyptus	Eucalyptus abdita	EcM
Lauraceae	Cryptocarya	Cryptocarya clarksoniana	AM
Sapindaceae	Dodonaea	Dodonaea platyptera	AM
Nyctaginaceae	Pisonia	Pisonia umbellifera	AM
Rubiaceae	Alibertia	Alibertia edulis	AM
Myrtaceae	Corymbia	Corymbia arenaria	EcM
Myrtaceae	Syzygium	Syzygium luehmannii	AM
Meliaceae	Dysoxylum	Dysoxylum latifolium	AM
Myrtaceae	Eucalyptus	Eucalyptus gardneri	EcM
Scrophulariaceae	Eremophila	Eremophila miniata	AM
Fabaceae	Acacia	Acacia ligulata	EcM-AM
Capparaceae	Capparis	Capparis mitchellii	AM
Picrodendraceae	Neoroepera	Neoroepera banksii	AM
Myrtaceae	Eucalyptus	Eucalyptus tetrodonta	EcM
Rutaceae	Citrus	Citrus glauca	AM
Lauraceae	Cryptocarya	Cryptocarya bellendenkerana	AM
Myrtaceae	Eucalyptus	Eucalyptus grossa	EcM
Rutaceae	Citrus	Citrus garrawayi	AM
Myrtaceae	Eucalyptus	Eucalyptus conglomerata	EcM
Rutaceae	Acradenia	Acradenia euodiiformis	AM
Sapindaceae	Cupaniopsis	Cupaniopsis baileyana	AM
Myrtaceae	Gossia	Gossia punctata	AM
Myrtaceae	Eucalyptus	Eucalyptus preissiana	EcM
Apocynaceae	Alstonia	Alstonia constricta	AM
Cupressaceae	Callitris	Callitris pyramidalis	AM
Rutaceae	Flindersia	Flindersia xanthoxyla	AM
Myrtaceae	Eucalyptus	Eucalyptus socialis	EcM
Myrtaceae	Eucalyptus	Eucalyptus nicholii	EcM
Urticaceae	Dendrocnide	Dendrocnide cordata	NM-AM
Fabaceae	Acacia	Acacia oldfieldii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus ligustrina	EcM
Myrtaceae	Osbornia	Osbornia octodonta	AM
Myrtaceae	Eucalyptus	Eucalyptus stoatei	EcM
Proteaceae	Helicia	Helicia lewisensis	NM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus angustifolius	AM
Euphorbiaceae	Fontainea	Fontainea rostrata	AM
Myrtaceae	Eucalyptus	Eucalyptus baeuerlenii	EcM
Myrtaceae	Eucalyptus	Eucalyptus absita	EcM
Myrtaceae	Eucalyptus	Eucalyptus tenera	EcM
Myrtaceae	Eucalyptus	Eucalyptus planipes	EcM
Arecaceae	Caryota	Caryota urens	AM
Fabaceae	Vachellia	Vachellia farnesiana	AM
Fabaceae	Acacia	Acacia merinthophora	EcM-AM
Cunoniaceae	Eucryphia	Eucryphia milliganii	AM
Juglandaceae	Juglans	Juglans ailantifolia	AM
Proteaceae	Triunia	Triunia robusta	NM
Fabaceae	Acacia	Acacia adsurgens	EcM-AM
Lauraceae	Cryptocarya	Cryptocarya mackinnoniana	AM
Amaranthaceae	Achyranthes	Achyranthes arborescens	NM-AM
Araliaceae	Astrotricha	Astrotricha pauciflora	AM
Myrtaceae	Eucalyptus	Eucalyptus quadricostata	EcM
Myrtaceae	Corymbia	Corymbia torta	EcM
Myrtaceae	Corymbia	Corymbia pocillum	EcM
Picrodendraceae	Petalostigma	Petalostigma triloculare	AM
Sapotaceae	Palaquium	Palaquium galactoxylum	AM
Myrtaceae	Eucalyptus	Eucalyptus persistens	EcM
Boraginaceae	Ehretia	Ehretia aspera	NM-AM
Moraceae	Ficus	Ficus bussei	AM
Myrtaceae	Tristaniopsis	Tristaniopsis laurina	EcM-AM
Cunoniaceae	Ackama	Ackama australiensis	AM
Olacaceae	Ximenia	Ximenia americana	NM-AM
Thymelaeaceae	Wikstroemia	Wikstroemia australis	AM
Symplocaceae	Symplocos	Symplocos stawellii	AM
Myrtaceae	Eucalyptus	Eucalyptus rosacea	EcM
Myrtaceae	Xanthostemon	Xanthostemon arenarius	EcM-AM
Cunoniaceae	Pseudoweinmannia	Pseudoweinmannia lachnocarpa	AM
Celastraceae	Denhamia	Denhamia disperma	AM
Malvaceae	Sida	Sida fallax	AM
Fabaceae	Acacia	Acacia adunca	EcM-AM
Fabaceae	Ormocarpum	Ormocarpum sennoides	AM
Myrtaceae	Melaleuca	Melaleuca brevifolia	EcM-AM
Lauraceae	Aniba	Aniba canelilla	AM
Rubiaceae	Gardenia	Gardenia scabrella	AM
Cunoniaceae	Callicoma	Callicoma serratifolia	AM
Proteaceae	Banksia	Banksia serrata	NM
Fabaceae	Acacia	Acacia multisiliqua	EcM-AM
Fabaceae	Acacia	Acacia crenulata	EcM-AM
Fabaceae	Acacia	Acacia cowaniana	EcM-AM
Santalaceae	Exocarpos	Exocarpos cupressiformis	NM-AM
Fabaceae	Acacia	Acacia speckii	EcM-AM
Arecaceae	Carpentaria	Carpentaria acuminata	AM
Lauraceae	Endiandra	Endiandra dichrophylla	AM
Fabaceae	Acacia	Acacia gardneri	EcM-AM
Fabaceae	Acacia	Acacia tessellata	EcM-AM
Lamiaceae	Vitex	Vitex velutinifolia	AM
Myrtaceae	Eucalyptus	Eucalyptus delegatensis	EcM
Myrtaceae	Xanthostemon	Xanthostemon verticillatus	EcM-AM
Rhizophoraceae	Rhizophora	Rhizophora stylosa	NM-AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus obovatus	AM
Dilleniaceae	Dillenia	Dillenia indica	AM
Phyllanthaceae	Phyllanthus	Phyllanthus clamboides	AM
Myrtaceae	Gossia	Gossia macilwraithensis	AM
Myrtaceae	Eucalyptus	Eucalyptus pluricaulis	EcM
Rubiaceae	Rothmannia	Rothmannia annae	NM-AM
Fabaceae	Acacia	Acacia acradenia	EcM-AM
Fabaceae	Acacia	Acacia polystachya	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus mannifera	EcM
Myodocarpaceae	Delarbrea	Delarbrea michieana	AM
Proteaceae	Grevillea	Grevillea heliosperma	NM
Symplocaceae	Symplocos	Symplocos ampulliformis	AM
Pandanaceae	Pandanus	Pandanus princeps	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus latisinensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus gigantangion	EcM
Lauraceae	Cryptocarya	Cryptocarya densiflora	AM
Lamiaceae	Premna	Premna odorata	AM
Sapindaceae	Dimocarpus	Dimocarpus longan	AM
Pandanaceae	Pandanus	Pandanus spiralis	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus suffulgens	EcM
Fabaceae	Acacia	Acacia floribunda	EcM-AM
Cactaceae	Consolea	Consolea moniliformis	AM
Moraceae	Ficus	Ficus destruens	AM
Arecaceae	Syagrus	Syagrus comosa	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus quaerenda	EcM
Winteraceae	Zygogynum	Zygogynum semecarpoides	AM
Meliaceae	Aglaia	Aglaia cooperae	AM
Santalaceae	Exocarpos	Exocarpos phyllanthoides	NM-AM
Phyllanthaceae	Breynia	Breynia fruticosa	AM
Phyllanthaceae	Glochidion	Glochidion pungens	AM
Fabaceae	Acacia	Acacia paraneura	EcM-AM
Lauraceae	Cryptocarya	Cryptocarya obovata	AM
Sapotaceae	Planchonella	Planchonella costata	AM
Arecaceae	Livistona	Livistona drudei	AM
Fabaceae	Lysiphyllum	Lysiphyllum cunninghamii	AM
Fabaceae	Acacia	Acacia wattsiana	EcM-AM
Malvaceae	Brachychiton	Brachychiton bidwillii	AM
Fabaceae	Acacia	Acacia papyrocarpa	EcM-AM
Moraceae	Ficus	Ficus saxophila	AM
Fabaceae	Acacia	Acacia drepanophylla	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus umbrawarrensis	EcM
Cupressaceae	Platycladus	Platycladus orientalis	AM
Myrtaceae	Eucalyptus	Eucalyptus moluccana	EcM
Myrtaceae	Eucalyptus	Eucalyptus dwyeri	EcM
Phyllanthaceae	Glochidion	Glochidion mop	AM
Celastraceae	Siphonodon	Siphonodon australis	AM
Euphorbiaceae	Ricinocarpos	Ricinocarpos stylosus	AM
Myrtaceae	Leptospermum	Leptospermum parviflorum	EcM-AM
Lauraceae	Endiandra	Endiandra rubescens	AM
Scrophulariaceae	Myoporum	Myoporum platycarpum	AM
Malvaceae	Grewia	Grewia retusifolia	AM
Fabaceae	Acacia	Acacia hemsleyi	EcM-AM
Rutaceae	Melicope	Melicope contermina	AM
Fabaceae	Gagnebina	Gagnebina pterocarpa	AM
Podocarpaceae	Podocarpus	Podocarpus laetus	AM
Fabaceae	Carmichaelia	Carmichaelia arborea	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus longifolius	AM
Myrtaceae	Eucalyptus	Eucalyptus horistes	EcM
Sapindaceae	Cossinia	Cossinia australiana	AM
Rubiaceae	Psydrax	Psydrax laxiflorens	AM
Proteaceae	Banksia	Banksia occidentalis	NM
Cannabaceae	Celtis	Celtis paniculata	AM
Fabaceae	Hovea	Hovea elliptica	AM
Escalloniaceae	Polyosma	Polyosma alangiacea	AM
Myrtaceae	Eucalyptus	Eucalyptus subtilis	EcM
Rutaceae	Flindersia	Flindersia schottiana	AM
Fabaceae	Senna	Senna glutinosa	AM
Lauraceae	Cinnamomum	Cinnamomum oliveri	AM
Euphorbiaceae	Beyeria	Beyeria viscosa	AM
Casuarinaceae	Allocasuarina	Allocasuarina portuensis	EcM-AM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea glauca	AM
Euphorbiaceae	Alchornea	Alchornea rugosa	AM
Cannabaceae	Celtis	Celtis strychnoides	AM
Myrtaceae	Eucalyptus	Eucalyptus apodophylla	EcM
Myrtaceae	Eucalyptus	Eucalyptus acroleuca	EcM
Picrodendraceae	Choriceras	Choriceras majus	AM
Violaceae	Melicytus	Melicytus latifolius	AM
Fabaceae	Acacia	Acacia semilunata	EcM-AM
Cunoniaceae	Ceratopetalum	Ceratopetalum gummiferum	AM
Rhamnaceae	Phylica	Phylica polifolia	AM
Myrtaceae	Corymbia	Corymbia abergiana	EcM
Moraceae	Ficus	Ficus retusa	AM
Myrtaceae	Eucalyptus	Eucalyptus subcrenulata	EcM
Celastraceae	Denhamia	Denhamia muelleri	AM
Aquifoliaceae	Ilex	Ilex georgei	AM
Meliaceae	Aglaia	Aglaia brownii	AM
Malvaceae	Brachychiton	Brachychiton grandiflorus	AM
Euphorbiaceae	Mallotus	Mallotus polyadenos	AM
Fabaceae	Acacia	Acacia acrionastes	EcM-AM
Sapotaceae	Chrysophyllum	Chrysophyllum flexuosum	AM
Meliaceae	Aglaia	Aglaia spectabilis	AM
Elaeocarpaceae	Aceratium	Aceratium concinnum	AM
Euphorbiaceae	Croton	Croton triacros	AM
Salicaceae	Olmediella	Olmediella betschleriana	AM
Myrtaceae	Eucalyptus	Eucalyptus diversifolia	EcM
Myrtaceae	Melaleuca	Melaleuca decora	EcM-AM
Solanaceae	Solanum	Solanum bauerianum	AM
Proteaceae	Banksia	Banksia ashbyi	NM
Arecaceae	Nypa	Nypa fruticans	AM
Fabaceae	Acacia	Acacia murrayana	EcM-AM
Myrtaceae	Melaleuca	Melaleuca lateriflora	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus tectifica	EcM
Fabaceae	Jacksonia	Jacksonia sternbergiana	EcM-AM
Fabaceae	Acacia	Acacia binervata	EcM-AM
Combretaceae	Terminalia	Terminalia erythrocarpa	AM
Fabaceae	Acacia	Acacia cana	EcM-AM
Atherospermataceae	Daphnandra	Daphnandra melasmena	AM
Rhizophoraceae	Carallia	Carallia brachiata	AM
Lamiaceae	Premna	Premna pubescens	AM
Myrtaceae	Rhodamnia	Rhodamnia argentea	AM
Proteaceae	Orites	Orites milliganii	NM
Meliaceae	Didymocheton	Didymocheton papuanus	AM
Myrtaceae	Eucalyptus	Eucalyptus stricta	EcM
Rubiaceae	Guettardella	Guettardella ovatifolia	AM
Fabaceae	Acacia	Acacia sparsiflora	EcM-AM
Araliaceae	Cussonia	Cussonia spicata	AM
Fabaceae	Acacia	Acacia dentifera	EcM-AM
Lauraceae	Litsea	Litsea connorsii	AM
Arecaceae	Rhopalostylis	Rhopalostylis baueri	AM
Aristolochiaceae	Aristolochia	Aristolochia acuminata	NM-AM
Fabaceae	Acacia	Acacia sibina	EcM-AM
Sapotaceae	Pleioluma	Pleioluma queenslandica	AM
Myrtaceae	Melaleuca	Melaleuca boeophylla	EcM-AM
Fabaceae	Acacia	Acacia sibirica	EcM-AM
Lamiaceae	Clerodendrum	Clerodendrum poggei	AM
Myrtaceae	Eucalyptus	Eucalyptus jacksonii	EcM
Fabaceae	Acacia	Acacia irrorata	EcM-AM
Moraceae	Ficus	Ficus aculeata	AM
Ebenaceae	Diospyros	Diospyros foliosa	AM
Myrtaceae	Eucalyptus	Eucalyptus leucophylla	EcM
Euphorbiaceae	Mallotus	Mallotus tiliifolius	AM
Euphorbiaceae	Mallotus	Mallotus repandus	AM
Lauraceae	Cryptocarya	Cryptocarya melanocarpa	AM
Lauraceae	Endiandra	Endiandra introrsa	AM
Myrtaceae	Eucalyptus	Eucalyptus calyerup	EcM
Myrtaceae	Eucalyptus	Eucalyptus petraea	EcM
Symplocaceae	Symplocos	Symplocos cyanocarpa	AM
Myrtaceae	Lindsayomyrtus	Lindsayomyrtus racemoides	AM
Myrtaceae	Eucalyptus	Eucalyptus prava	EcM
Fabaceae	Acacia	Acacia inceana	EcM-AM
Plantaginaceae	Veronica	Veronica parviflora	AM
Myrtaceae	Melaleuca	Melaleuca croxfordiae	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus brandiana	EcM
Myrtaceae	Eucalyptus	Eucalyptus subangusta	EcM
Lauraceae	Endiandra	Endiandra palmerstonii	AM
Myrtaceae	Melaleuca	Melaleuca huegelii	EcM-AM
Fabaceae	Acacia	Acacia hylonoma	EcM-AM
Rutaceae	Harrisonia	Harrisonia brownii	AM
Myrtaceae	Corymbia	Corymbia brachycarpa	EcM
Sapindaceae	Diploglottis	Diploglottis diphyllostegia	AM
Malvaceae	Brachychiton	Brachychiton discolor	AM
Myrtaceae	Eucalyptus	Eucalyptus virginea	EcM
Myrtaceae	Eucalyptus	Eucalyptus beardiana	EcM
Fabaceae	Acacia	Acacia burrowsiana	EcM-AM
Arecaceae	Ptychosperma	Ptychosperma elegans	AM
Rhizophoraceae	Rhizophora	Rhizophora mangle	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus laevopinea	EcM
Myrtaceae	Syzygium	Syzygium graveolens	AM
Myrtaceae	Eucalyptus	Eucalyptus woollsiana	EcM
Symplocaceae	Symplocos	Symplocos harroldii	AM
Rubiaceae	Psydrax	Psydrax tropicus	AM
Fabaceae	Acacia	Acacia brumalis	EcM-AM
Myrtaceae	Syzygium	Syzygium xerampelinum	AM
Araucariaceae	Araucaria	Araucaria rulei	AM
Arecaceae	Linospadix	Linospadix minor	AM
Celastraceae	Denhamia	Denhamia obscura	AM
Fabaceae	Caesalpinia	Caesalpinia pulcherrima	AM
Proteaceae	Agastachys	Agastachys odorata	NM
Myrtaceae	Xanthostemon	Xanthostemon crenulatus	EcM-AM
Sapindaceae	Elattostachys	Elattostachys nervosa	AM
Fabaceae	Millettia	Millettia oraria	AM
Sapindaceae	Diploglottis	Diploglottis smithii	AM
Myrtaceae	Eucalyptus	Eucalyptus patellaris	EcM
Malvaceae	Heritiera	Heritiera actinophylla	AM
Cannabaceae	Trema	Trema cannabina	AM
Fabaceae	Acacia	Acacia delibrata	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus articulata	EcM
Burseraceae	Canarium	Canarium acutifolium	AM
Fabaceae	Acacia	Acacia quadrimarginea	EcM-AM
Sapindaceae	Allophylus	Allophylus serratus	AM
Myrtaceae	Eucalyptus	Eucalyptus sessilis	EcM
Myrtaceae	Syzygium	Syzygium erythrodoxum	AM
Apocynaceae	Ochrosia	Ochrosia minima	AM
Celastraceae	Elaeodendron	Elaeodendron curtipendulum	AM
Myrtaceae	Eucalyptus	Eucalyptus odontocarpa	EcM
Dasypogonaceae	Kingia	Kingia australis	NM-AM
Fabaceae	Dichrostachys	Dichrostachys spicata	AM
Scrophulariaceae	Eremophila	Eremophila tetraptera	AM
Fabaceae	Acacia	Acacia retinervis	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus roycei	EcM
Nothofagaceae	Nothofagus	Nothofagus cunninghamii	EcM
Ebenaceae	Diospyros	Diospyros areolifolia	AM
Oleaceae	Chionanthus	Chionanthus axillaris	AM
Myrtaceae	Eucalyptus	Eucalyptus apothalassica	EcM
Proteaceae	Grevillea	Grevillea agrifolia	NM
Proteaceae	Lomatia	Lomatia fraxinifolia	NM
Rubiaceae	Everistia	Everistia vacciniifolia	AM
Myrtaceae	Eucalyptus	Eucalyptus annettae	EcM
Fabaceae	Acacia	Acacia dawsonii	EcM-AM
Phyllanthaceae	Antidesma	Antidesma acidum	AM
Myrtaceae	Eucalyptus	Eucalyptus brevifolia	EcM
Cycadaceae	Cycas	Cycas xipholepis	AM
Polygalaceae	Xanthophyllum	Xanthophyllum octandrum	AM
Cupressaceae	Callitris	Callitris drummondii	AM
Proteaceae	Banksia	Banksia aemula	NM
Myrtaceae	Eucalyptus	Eucalyptus cneorifolia	EcM
Myrtaceae	Eucalyptus	Eucalyptus muelleriana	EcM
Fabaceae	Acacia	Acacia rostriformis	EcM-AM
Rubiaceae	Psydrax	Psydrax salignus	AM
Lamiaceae	Clerodendrum	Clerodendrum tracyanum	AM
Fabaceae	Albizia	Albizia lebbeck	AM
Combretaceae	Terminalia	Terminalia canescens	AM
Myrtaceae	Eucalyptus	Eucalyptus oreades	EcM
Sapindaceae	Alectryon	Alectryon repandodentatus	AM
Myrtaceae	Corymbia	Corymbia collina	EcM
Euphorbiaceae	Mallotus	Mallotus surculosus	AM
Moraceae	Ficus	Ficus tinctoria	AM
Proteaceae	Stenocarpus	Stenocarpus davallioides	NM
Fabaceae	Vachellia	Vachellia karroo	AM
Myrtaceae	Corymbia	Corymbia chippendalei	EcM
Arecaceae	Borassus	Borassus flabellifer	AM
Fabaceae	Acacia	Acacia pravissima	EcM-AM
Myrtaceae	Backhousia	Backhousia leptopetala	EcM-AM
Myrtaceae	Corymbia	Corymbia arafurica	EcM
Myrtaceae	Eucalyptus	Eucalyptus dalveenica	EcM
Monimiaceae	Pendressia	Pendressia wardellii	AM
Phyllanthaceae	Phyllanthus	Phyllanthus armstrongii	AM
Rubiaceae	Pavetta	Pavetta lanceolata	AM
Celastraceae	Denhamia	Denhamia bilocularis	AM
Myrtaceae	Eucalyptus	Eucalyptus arcana	EcM
Myrtaceae	Eucalyptus	Eucalyptus rigens	EcM
Combretaceae	Terminalia	Terminalia fitzgeraldii	AM
Fabaceae	Acacia	Acacia courtii	EcM-AM
Proteaceae	Banksia	Banksia cuneata	NM
Rutaceae	Acronychia	Acronychia octandra	AM
Phyllanthaceae	Actephila	Actephila lindleyi	AM
Myrtaceae	Uromyrtus	Uromyrtus metrosideros	AM
Sapindaceae	Alectryon	Alectryon connatum	AM
Lauraceae	Endiandra	Endiandra xanthocarpa	AM
Myrtaceae	Eucalyptus	Eucalyptus provecta	EcM
Celastraceae	Denhamia	Denhamia oleaster	AM
Myrtaceae	Melaleuca	Melaleuca glomerata	EcM-AM
Meliaceae	Chisocheton	Chisocheton longistipitatus	AM
Symplocaceae	Symplocos	Symplocos acuminata	AM
Moraceae	Ficus	Ficus tsjakela	AM
Fabaceae	Acacia	Acacia barrettiorum	EcM-AM
Clusiaceae	Garcinia	Garcinia dulcis	AM
Sapotaceae	Planchonella	Planchonella myrsinifolia	AM
Rhamnaceae	Emmenosperma	Emmenosperma pancherianum	AM
Fabaceae	Falcataria	Falcataria toona	AM
Sapindaceae	Toechima	Toechima pterocarpum	AM
Myrtaceae	Eucalyptus	Eucalyptus wimmerensis	EcM
Moraceae	Ficus	Ficus henneana	AM
Proteaceae	Banksia	Banksia tricuspis	NM
Lauraceae	Litsea	Litsea ligustrina	AM
Combretaceae	Dansiea	Dansiea grandiflora	AM
Myrtaceae	Eucalyptus	Eucalyptus behriana	EcM
Capparaceae	Capparis	Capparis arborea	AM
Sapindaceae	Atalaya	Atalaya sericopetala	AM
Myrtaceae	Eucalyptus	Eucalyptus optima	EcM
Fabaceae	Acacia	Acacia hopperiana	EcM-AM
Sapindaceae	Guioa	Guioa semiglauca	AM
Myrtaceae	Melaleuca	Melaleuca foliolosa	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus notabilis	EcM
Combretaceae	Dansiea	Dansiea elliptica	AM
Rutaceae	Acronychia	Acronychia suberosa	AM
Fabaceae	Acacia	Acacia howittii	EcM-AM
Rutaceae	Clausena	Clausena harmandiana	AM
Asparagaceae	Cordyline	Cordyline obtecta	AM
Scrophulariaceae	Myoporum	Myoporum montanum	AM
Myrtaceae	Melaleuca	Melaleuca ericifolia	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus triflora	EcM
Myrtaceae	Eucalyptus	Eucalyptus diptera	EcM
Rutaceae	Lunasia	Lunasia amara	AM
Podocarpaceae	Prumnopitys	Prumnopitys andina	AM
Apocynaceae	Cerbera	Cerbera inflata	AM
Myrtaceae	Eucalyptus	Eucalyptus lacrimans	EcM
Myrtaceae	Corymbia	Corymbia nesophila	EcM
Myrtaceae	Eucalyptus	Eucalyptus fibrosa	EcM
Sarcolaenaceae	Xerochlamys	Xerochlamys villosa	EcM
Fabaceae	Acacia	Acacia pendula	EcM-AM
Myrtaceae	Melaleuca	Melaleuca thyoides	EcM-AM
Fabaceae	Acacia	Acacia hemignosta	EcM-AM
Araliaceae	Heptapleurum	Heptapleurum versteegii	AM
Fabaceae	Acacia	Acacia tenuispica	EcM-AM
Arecaceae	Oraniopsis	Oraniopsis appendiculata	AM
Myrtaceae	Eucalyptus	Eucalyptus kochii	EcM
Myrtaceae	Melaleuca	Melaleuca hypericifolia	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus melanophitra	EcM
Proteaceae	Nothorites	Nothorites megacarpus	NM
Fabaceae	Acacia	Acacia dempsteri	EcM-AM
Putranjivaceae	Drypetes	Drypetes iodoformis	AM
Ebenaceae	Diospyros	Diospyros major	AM
Proteaceae	Telopea	Telopea oreades	NM
Fabaceae	Heliodendron	Heliodendron basalticum	AM
Myrtaceae	Eucalyptus	Eucalyptus conveniens	EcM
Symplocaceae	Symplocos	Symplocos cochinchinensis	AM
Fabaceae	Acacia	Acacia microsperma	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus yumbarrana	EcM
Primulaceae	Myrsine	Myrsine howittiana	AM
Winteraceae	Tasmannia	Tasmannia piperita	AM
Myrtaceae	Eucalyptus	Eucalyptus micranthera	EcM
Myrtaceae	Corymbia	Corymbia disjuncta	EcM
Proteaceae	Triunia	Triunia youngiana	NM
Myrtaceae	Eucalyptus	Eucalyptus uncinata	EcM
Asteraceae	Olearia	Olearia rani	AM
Capparaceae	Capparis	Capparis quiniflora	AM
Malvaceae	Melochia	Melochia umbellata	AM
Ochnaceae	Brackenridgea	Brackenridgea nitida	NM-AM
Stemonuraceae	Irvingbaileya	Irvingbaileya australis	AM
Fabaceae	Acacia	Acacia kelleri	EcM-AM
Proteaceae	Buckinghamia	Buckinghamia ferruginiflora	NM
Rutaceae	Melicope	Melicope micrococca	AM
Myrtaceae	Eugenia	Eugenia pia	AM
Myrtaceae	Eucalyptus	Eucalyptus aromaphloia	EcM
Fabaceae	Acacia	Acacia harpophylla	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus nitida	EcM
Rubiaceae	Triflorensia	Triflorensia australis	AM
